NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
4868,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,월세,84.9752,202410,26,"3,000",160,10,2024,동대구로 230,202502~202602,신규,-,,,아파트
4869,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,월세,59.9431,202410,26,"3,000",110,23,2019,알파시티2로 48,202411~202511,신규,-,,,아파트
4870,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,59.97,202410,26,"20,000",0,14,1996,수성로 412,202412~202612,신규,-,,,아파트
4871,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,59.97,202410,26,"18,000",0,17,1996,수성로 412,202411~202611,신규,-,,,아파트
4872,대구광역시 수성구 시지동,486,486,0,노변청구,전세,59.99,202410,26,"15,000",0,3,1996,시지로 21,202410~202610,갱신,사용,"20,000",0,아파트
4873,대구광역시 수성구 파동,27-17,27,17,수성더팰리스푸르지오더샵,월세,75.9914,202410,26,"5,000",100,9,2023,파동로 188,202410~202609,신규,-,,,아파트
4874,대구광역시 수성구 만촌동,775,775,0,만촌우방팔레스,전세,119.028,202410,26,"40,000",0,12,2005,청수로 551,202412~202612,신규,-,,,아파트
4875,대구광역시 수성구 시지동,498,498,0,고산노변타운,전세,59.75,202410,26,"12,000",0,15,1996,시지로 55,202411~202611,신규,-,,,아파트
4876,대구광역시 수성구 범어동,May-43,43,5,화성파크리젠시,전세,121.4017,202410,26,"35,000",0,20,2007,동대구로 337,202412~202612,신규,-,,,아파트
4877,대구광역시 수성구 파동,1000,1000,0,수성아이파크,월세,59.98,202410,26,"2,000",70,7,2016,파동로22길 15,202410~202610,신규,-,,,아파트
4878,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,월세,84.9967,202410,26,"3,000",170,1,2009,수성로 71,-,-,-,,,아파트
4879,대구광역시 수성구 상동,555,555,0,수성동일하이빌레이크시티,월세,84.9967,202410,26,"3,000",170,1,2009,수성로 71,202411~202611,신규,-,,,아파트
4880,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,전세,41.85,202410,25,"10,000",0,8,1992,용학로 336,202410~202510,신규,-,,,아파트
4881,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202410,25,"30,000",0,12,2020,지범로48길 21,202412~202612,신규,-,,,아파트
4882,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,월세,84.84,202410,25,"2,000",75,7,1994,신매로 91,202410~202610,갱신,-,"2,000",83,아파트
4883,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,전세,41.85,202410,25,"7,700",0,13,1992,용학로 336,202411~202611,신규,-,,,아파트
4884,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,84.9094,202410,25,"35,000",0,3,2018,청수로 274,202501~202701,신규,-,,,아파트
4885,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,월세,116.65,202410,25,"2,000",105,15,1995,신매로 21,202411~202611,신규,-,,,아파트
4886,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,전세,84.9971,202410,25,"31,500",0,14,2020,희망로24길 24,202412~202612,신규,-,,,아파트
4887,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202410,25,"30,000",0,12,2020,지범로48길 21,202412~202612,신규,-,,,아파트
4888,대구광역시 수성구 신매동,46,46,0,사월화성파크드림(2단지),전세,84.9999,202410,25,"25,000",0,16,2006,달구벌대로 3304-1,202411~202611,신규,-,,,아파트
4889,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,59.73,202410,25,"1,000",60,6,1997,교학로11길 46,202411~202611,신규,-,,,아파트
4890,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,월세,134.96,202410,25,"3,000",140,17,1996,수성로 412,202412~202612,신규,-,,,아파트
4891,대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,전세,54.12,202410,25,"12,000",0,14,1991,지산로 5,202411~202611,갱신,사용,"12,000",0,아파트
4892,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,전세,59.73,202410,25,"17,000",0,4,1997,교학로11길 46,202411~202611,신규,-,,,아파트
4893,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202410,25,"1,000",50,7,1995,고산로 123,202411~202611,신규,-,,,아파트
4894,대구광역시 수성구 만촌동,860,860,0,우방금탑,월세,67.15,202410,25,"3,000",55,8,1986,교학로 3,202411~202610,신규,-,,,아파트
4895,대구광역시 수성구 범어동,380,380,0,범어롯데캐슬,전세,84.89,202410,25,"45,000",0,23,2009,동대구로 300,202501~202701,신규,-,,,아파트
4896,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,월세,84.9094,202410,24,"5,000",140,28,2018,청수로 274,202412~202612,신규,-,,,아파트
4897,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,49.9708,202410,24,"9,431",26,16,2021,알파시티2로 96,202411~202508,신규,-,,,아파트
4898,대구광역시 수성구 범물동,1372,1372,0,청아타운,전세,134.73,202410,24,"21,000",0,1,1992,범안로 40,202412~202612,신규,-,,,아파트
4899,대구광역시 수성구 욱수동,185-1,185,1,태왕4하이츠,전세,79.8548,202410,24,"23,000",0,15,2004,욱수천로 27,202501~202701,신규,-,,,아파트
4900,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,49.9708,202410,24,"4,731",47,16,2021,알파시티2로 96,202411~202508,신규,-,,,아파트
4901,대구광역시 수성구 범어동,476,476,0,청구빌라맨션,월세,84.96,202410,24,"1,000",65,5,1979,상록로11길 5,202411~202511,신규,-,,,아파트
4902,대구광역시 수성구 범어동,2234,2234,0,범어에스케이뷰,월세,84.9816,202410,24,"5,000",180,11,2009,범어로 73,202412~202612,신규,-,,,아파트
4903,대구광역시 수성구 범어동,2250,2250,0,범어효성해링턴플레이스,전세,84.991,202410,24,"45,000",0,6,2018,청호로 433,202502~202702,신규,-,,,아파트
4904,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202410,24,"1,000",50,14,1995,고산로 123,202410~202610,신규,-,,,아파트
4905,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,전세,84.9111,202410,24,"42,000",0,9,2024,동대구로 230,202411~202611,신규,-,,,아파트
4906,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,월세,49.9966,202410,24,"4,746",48,14,2021,알파시티2로 96,202410~202508,신규,-,,,아파트
4907,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,월세,84.99,202410,24,"3,000",140,9,1995,신매로 21,202410~202501,신규,-,,,아파트
4908,대구광역시 수성구 욱수동,731,731,0,시지삼정그린코아포레스트,전세,84.8163,202410,24,"38,500",0,28,2023,욱수천로2길 22,202411~202611,신규,-,,,아파트
4909,대구광역시 수성구 범어동,2291,2291,0,수성범어W,전세,102.9949,202410,24,"95,000",0,40,2023,달구벌대로 2436,202501~202701,신규,-,,,아파트
4910,대구광역시 수성구 욱수동,731,731,0,시지삼정그린코아포레스트,전세,106.9791,202410,24,"48,000",0,9,2023,욱수천로2길 22,202411~202611,신규,-,,,아파트
4911,대구광역시 수성구 파동,27-17,27,17,수성더팰리스푸르지오더샵,월세,59.776,202410,24,"2,000",85,16,2023,파동로 188,202411~202611,신규,-,,,아파트
4912,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,전세,76.972,202410,24,"40,000",0,10,2022,범어로20길 120,202411~202611,신규,-,,,아파트
4913,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,전세,76.972,202410,24,"40,000",0,10,2022,범어로20길 120,202411~202611,신규,-,,,아파트
4914,대구광역시 수성구 범어동,2280,2280,0,빌리브범어120,전세,84.9162,202410,24,"50,000",0,10,2022,범어로20길 120,202411~202611,신규,-,,,아파트
4915,대구광역시 수성구 범물동,1332,1332,0,"범물에덴,신화아파트",월세,84.94,202410,24,"10,000",30,2,1992,지범로40길 6,202410~202610,신규,-,,,아파트
4916,대구광역시 수성구 황금동,986,986,0,힐스테이트황금엘포레,전세,84.9899,202410,24,"40,000",0,19,2022,청솔로 16,202410~202610,갱신,사용,"45,000",0,아파트
4917,대구광역시 수성구 범어동,2272,2272,0,범어에일린의뜰,전세,72.9621,202410,24,"37,000",0,16,2021,청솔로14길 15,202502~202702,신규,-,,,아파트
4918,대구광역시 수성구 범물동,1281,1281,0,청구타운,월세,59.91,202410,24,"1,000",60,10,1992,지범로39길 12,-,-,-,,,아파트
4919,대구광역시 수성구 만촌동,1497,1497,0,만촌역태왕디아너스,월세,84.9541,202410,24,"5,000",150,12,2024,달구벌대로 2599,202412~202612,신규,-,,,아파트
4920,대구광역시 수성구 만촌동,1483,1483,0,만촌삼정그린코아에듀파크,월세,84.9875,202410,23,"5,000",155,5,2019,교학로 65,202410~202610,신규,-,,,아파트
4921,대구광역시 수성구 신매동,581,581,0,시지태성맨션,월세,59.96,202410,23,"1,000",50,14,1994,고산로 50,202410~202610,갱신,-,"1,000",50,아파트
4922,대구광역시 수성구 파동,1009,1009,0,수성해모로하이엔,전세,59.2388,202410,23,"20,000",0,3,2023,파동로 47,202411~202611,신규,-,,,아파트
4923,대구광역시 수성구 지산동,1200,1200,0,목련,월세,49.23,202410,23,500,20,5,1986,용학로42길 13,202411~202611,신규,-,,,아파트
4924,대구광역시 수성구 만촌동,1497,1497,0,만촌역태왕디아너스,월세,84.9541,202410,23,0,50,4,2024,달구벌대로 2599,202410~202810,신규,-,,,아파트
4925,대구광역시 수성구 시지동,349,349,0,청구전원타운,전세,60.08,202410,23,"11,000",0,6,1990,시지로 45,202411~202610,신규,-,,,아파트
4926,대구광역시 수성구 수성동3가,130-1,130,1,수성3가화성파크드림1단지,전세,159.5388,202410,23,"63,000",0,11,2009,들안로60길 17,202411~202611,신규,-,,,아파트
4927,대구광역시 수성구 지산동,1200,1200,0,목련,전세,49.23,202410,23,"9,000",0,1,1986,용학로42길 13,202411~202611,신규,-,,,아파트
4928,대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,전세,117.629,202410,23,"30,000",0,12,2004,무열로 47,202412~202612,신규,-,,,아파트
4929,대구광역시 수성구 범물동,1372,1372,0,청아타운,전세,84.995,202410,23,"14,000",0,14,1992,범안로 40,202501~202701,신규,-,,,아파트
4930,대구광역시 수성구 지산동,1272-2,1272,2,에덴타운,전세,84.86,202410,23,"16,000",0,14,1991,용학로 223,202412~202612,갱신,-,"23,000",0,아파트
4931,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,월세,49.21,202410,23,"8,000",30,7,1996,수성로 412,202411~202611,신규,-,,,아파트
4932,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,121.34,202410,23,"45,000",0,5,1988,청호로 370,202412~202612,신규,-,,,아파트
4933,대구광역시 수성구 매호동,1324,1324,0,두레타운,전세,39.9,202410,23,"8,500",0,3,1995,천을로 131,202411~202610,신규,-,,,아파트
4934,대구광역시 수성구 범어동,2017,2017,0,청구성조타운,월세,84.9,202410,23,"1,000",80,8,1996,국채보상로 846,202410~202610,신규,-,,,아파트
4935,대구광역시 수성구 범어동,175-1,175,1,브라운스톤범어,전세,84.9966,202410,23,"33,000",0,35,2017,동대구로 354,202411~202611,신규,-,,,아파트
4936,대구광역시 수성구 범어동,2252,2252,0,범어라온프라이빗2차,전세,84.9728,202410,23,"48,000",0,7,2018,청호로 438,202501~202701,신규,-,,,아파트
4937,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,111.1863,202410,23,"50,000",0,26,2018,청수로 274,202412~202612,신규,-,,,아파트
4938,대구광역시 수성구 시지동,499,499,0,노변다숲,전세,53.3225,202410,23,"9,900",0,2,1996,노변공원로 34,202411~202611,신규,-,,,아파트
4939,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,121.34,202410,23,"45,000",0,5,1988,청호로 370,202412~202612,신규,-,,,아파트
4940,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,111.1863,202410,23,"50,000",0,26,2018,청수로 274,202412~202612,신규,-,,,아파트
4941,대구광역시 수성구 수성동3가,130-1,130,1,수성3가화성파크드림1단지,전세,159.5388,202410,23,"63,000",0,11,2009,들안로60길 17,202411~202611,신규,-,,,아파트
4942,대구광역시 수성구 신매동,601,601,0,시지보성서한아파트,월세,84.99,202410,23,"2,000",85,5,1995,신매로 21,202411~202611,신규,-,,,아파트
4943,대구광역시 수성구 매호동,1324,1324,0,두레타운,월세,39.9,202410,23,500,42,9,1995,천을로 131,202411~202611,신규,-,,,아파트
4944,대구광역시 수성구 수성동1가,272-11,272,11,우방한가람타운,월세,59.93,202410,22,"1,000",70,10,1995,명덕로 368,202411~202611,신규,-,,,아파트
4945,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,월세,49.21,202410,22,"1,000",65,3,1996,수성로 412,202410~202610,신규,-,,,아파트
4946,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,49.21,202410,22,"18,000",0,1,1996,수성로 412,202411~202611,신규,-,,,아파트
4947,대구광역시 수성구 두산동,999,999,0,수성레이크푸르지오,월세,142.1706,202410,22,"10,000",330,48,2022,청수로24길 91,202412~202612,신규,-,,,아파트
4948,대구광역시 수성구 범어동,2291,2291,0,수성범어W,월세,84.9911,202410,22,500,253,34,2023,달구벌대로 2436,202410~202504,신규,-,,,아파트
4949,대구광역시 수성구 범물동,670,670,0,우방미진하이츠,전세,84.9,202410,22,"16,500",0,3,2000,지범로 290,202412~202612,신규,-,,,아파트
4950,대구광역시 수성구 범물동,670,670,0,우방미진하이츠,전세,84.9,202410,22,"16,500",0,3,2000,지범로 290,202412~202612,신규,-,,,아파트
4951,대구광역시 수성구 사월동,407-1,407,1,사월역삼정그린코아카운티,전세,122.5978,202410,22,"38,000",0,3,2023,달구벌대로 3297,202502~202702,신규,-,,,아파트
4952,대구광역시 수성구 신매동,610,610,0,시지라온프라이빗,전세,84.9845,202410,22,"32,000",0,9,2023,달구벌대로656길 32,202412~202612,신규,-,,,아파트
4953,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,전세,84.9971,202410,22,"31,000",0,16,2020,희망로24길 24,202412~202612,신규,-,,,아파트
4954,대구광역시 수성구 지산동,1234-1,1234,1,지산2단지,월세,59.56,202410,22,"1,000",58,12,1991,지산로 5,202411~202611,신규,-,,,아파트
4955,대구광역시 수성구 신매동,569,569,0,시지대백신화창신맨션,전세,84.88,202410,22,"23,000",0,4,1994,고산로 90,202412~202612,갱신,사용,"30,000",0,아파트
4956,대구광역시 수성구 범어동,804-46,804,46,공작맨션,전세,65.42,202410,22,"13,000",0,1,1980,청솔로 132,202410~202610,신규,-,,,아파트
4957,대구광역시 수성구 범물동,1336,1336,0,범물한라창신태성맨션,전세,71.88,202410,22,"15,000",0,16,1992,용학로 272,202411~202611,신규,-,,,아파트
4958,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202410,22,"33,500",0,6,2020,지범로48길 21,202410~202610,갱신,사용,"35,500",0,아파트
4959,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,49.21,202410,22,"18,000",0,1,1996,수성로 412,202411~202611,신규,-,,,아파트
4960,대구광역시 수성구 신매동,570,570,0,시지삼주한라협화,월세,59.88,202410,22,"1,000",65,14,1994,신매로 91,202411~202611,신규,-,,,아파트
4961,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,전세,84.9111,202410,22,"43,000",0,15,2024,동대구로 230,202412~202612,신규,-,,,아파트
4962,대구광역시 수성구 범물동,1281,1281,0,청구타운,전세,84.93,202410,22,"18,000",0,4,1992,지범로39길 12,202411~202611,갱신,사용,"22,000",0,아파트
4963,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,전세,84.97,202410,22,"35,000",0,3,2006,청수로 213,202410~202610,신규,-,,,아파트
4964,대구광역시 수성구 신매동,580,580,0,시지청솔타운,전세,57.39,202410,22,"10,000",0,4,1995,고산로 70,202411~202611,신규,-,,,아파트
4965,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,전세,84.993,202410,22,"45,500",0,26,2019,상록로 15,202410~202710,갱신,-,"45,500",0,아파트
4966,대구광역시 수성구 사월동,407-1,407,1,사월역삼정그린코아카운티,전세,122.5978,202410,22,"38,000",0,6,2023,달구벌대로 3297,202502~202702,신규,-,,,아파트
4967,대구광역시 수성구 매호동,1331,1331,0,하나타운,전세,45.69,202410,21,"10,000",0,7,1995,고산로 123,-,-,-,,,아파트
4968,대구광역시 수성구 지산동,1200,1200,0,목련,전세,49.23,202410,21,"8,000",0,1,1986,용학로42길 13,202411~202611,신규,-,,,아파트
4969,대구광역시 수성구 범어동,산103,103,0,장원맨션,월세,84.98,202410,21,"3,000",100,5,1988,청호로 370,202410~202602,신규,-,,,아파트
4970,대구광역시 수성구 매호동,1331,1331,0,하나타운,전세,49.92,202410,21,"10,000",0,4,1995,고산로 123,202411~202611,신규,-,,,아파트
4971,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,월세,84.93,202410,21,"2,000",110,13,2003,동원로 100,202411~202611,신규,-,,,아파트
4972,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202410,21,"75,000",0,7,2020,범어로18길 22,202501~202701,갱신,-,"75,000",0,아파트
4973,대구광역시 수성구 범어동,790-10,790,10,범어역풀비체투인원,월세,37.957,202410,21,"1,000",55,4,2014,동대구로59길 14-1,202410~202510,신규,-,,,아파트
4974,대구광역시 수성구 중동,641,641,0,수성효성해링턴플레이스,전세,84.9971,202410,21,"35,000",0,29,2020,희망로24길 24,202410~202610,신규,-,,,아파트
4975,대구광역시 수성구 두산동,85,85,0,호반써밋수성,월세,84.2003,202410,21,"5,000",130,19,2024,청수로24길 71,202411~202511,신규,-,,,아파트
4976,대구광역시 수성구 수성동1가,649-17,649,17,삼환,전세,82.65,202410,21,"20,000",0,2,1979,신천동로 288,202411~202611,신규,-,,,아파트
4977,대구광역시 수성구 사월동,500,500,0,시지대성유니드,월세,84.8691,202410,21,"4,000",60,5,2007,달구벌대로669길 80,202412~202612,신규,-,,,아파트
4978,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,전세,49.935,202410,21,"8,000",0,14,1992,용학로 336,202412~202612,신규,-,,,아파트
4979,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,전세,59.946,202410,21,"25,000",0,15,2021,알파시티2로 96,202410~202610,갱신,사용,"30,000",0,아파트
4980,대구광역시 수성구 사월동,500,500,0,시지대성유니드,월세,84.8691,202410,21,"4,000",60,5,2007,달구벌대로669길 80,202412~202612,신규,-,,,아파트
4981,대구광역시 수성구 욱수동,731,731,0,시지삼정그린코아포레스트,전세,84.8163,202410,21,"36,500",0,5,2023,욱수천로2길 22,202411~202611,신규,-,,,아파트
4982,대구광역시 수성구 시지동,41,41,0,시지월드메르디앙,전세,71.6206,202410,21,"25,500",0,2,2009,천을로 70,202411~202611,갱신,사용,"29,000",0,아파트
4983,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,전세,84.9752,202410,21,"55,000",0,15,2024,동대구로 230,202411~202611,신규,-,,,아파트
4984,대구광역시 수성구 시지동,509,509,0,노변동서우방,월세,115.41,202410,21,"2,000",100,11,1996,노변공원로 22,202412~202612,신규,-,,,아파트
4985,대구광역시 수성구 중동,400-2,400,2,코리아파크,전세,77.82,202410,21,"19,500",0,10,2003,수성로 155,202411~202511,신규,-,,,아파트
4986,대구광역시 수성구 시지동,591,591,0,수성알파시티동화아이위시,전세,59.9431,202410,21,"30,000",0,18,2019,알파시티2로 48,202502~202702,신규,-,,,아파트
4987,대구광역시 수성구 지산동,1200,1200,0,목련,월세,42.66,202410,21,500,30,3,1986,용학로42길 13,202411~202611,신규,-,,,아파트
4988,대구광역시 수성구 수성동4가,1090-6,1090,6,수성보성,전세,59.97,202410,21,"19,000",0,7,1996,수성로 412,202412~202612,신규,-,,,아파트
4989,대구광역시 수성구 황금동,365,365,0,캐슬골드파크4단지,월세,129.53,202410,21,"3,000",175,3,2006,청수로 261,202410~202610,신규,-,,,아파트
4990,대구광역시 수성구 수성동1가,818,818,0,수성롯데캐슬THEFIRST,월세,84.9746,202410,21,"3,000",140,15,2015,수성로69길 65,202412~202612,신규,-,,,아파트
4991,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,전세,84.993,202410,21,"40,000",0,5,2019,상록로 15,202410~202610,신규,-,,,아파트
4992,대구광역시 수성구 범어동,238-46,238,46,우방범어타운3,월세,84.935,202410,21,"2,000",80,3,1984,달구벌대로492길 12,202411~202611,신규,-,,,아파트
4993,대구광역시 수성구 범어동,2240,2240,0,e편한세상범어,월세,84.791,202410,21,"5,000",100,14,2015,들안로78길 45,202501~202602,신규,-,,,아파트
4994,대구광역시 수성구 지산동,1269,1269,0,동서맨션,월세,84.98,202410,21,"1,000",75,14,1991,지산로 56,202411~202611,신규,-,,,아파트
4995,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,월세,75.9022,202410,21,"4,000",85,3,2024,지산로3길 33,202410~202610,갱신,-,"3,000",95,아파트
4996,대구광역시 수성구 매호동,1331,1331,0,하나타운,전세,45.69,202410,21,"10,000",0,7,1995,고산로 123,202412~202612,신규,-,,,아파트
4997,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202410,21,500,55,10,1995,고산로 123,202411~202611,신규,-,,,아파트
4998,대구광역시 수성구 사월동,325,325,0,대구시지푸르지오,전세,84.9778,202410,20,"20,000",0,5,2006,달구벌대로661길 7,202411~202611,신규,-,,,아파트
4999,대구광역시 수성구 욱수동,731,731,0,시지삼정그린코아포레스트,전세,84.8163,202410,20,"37,500",0,17,2023,욱수천로2길 22,202411~202611,신규,-,,,아파트
5000,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,77.6522,202410,20,"28,000",0,18,2020,지범로48길 21,202412~202612,신규,-,,,아파트
5001,대구광역시 수성구 범어동,2277,2277,0,힐스테이트범어센트럴,전세,84.96,202410,20,"44,000",0,6,2022,상록로 80,202501~202701,신규,-,,,아파트
5002,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202410,20,"69,000",0,6,2020,범어로18길 22,202412~202812,신규,-,,,아파트
5003,대구광역시 수성구 범어동,792-43,792,43,범어역아이위시,전세,27.527,202410,20,"9,500",0,10,2013,동대구로59길 14-19,202411~202611,신규,-,,,아파트
5004,대구광역시 수성구 신매동,100,100,0,시지3태왕하이츠,월세,73.444,202410,20,0,80,1,2001,욱수천로 77,202410~202610,신규,-,,,아파트
5005,대구광역시 수성구 욱수동,246,246,0,보국시지웰리치,월세,84.997,202410,20,"3,000",90,1,2008,욱수천로 55,202412~202612,신규,-,,,아파트
5006,대구광역시 수성구 만촌동,1429-5,1429,5,메트로팔레스5,전세,74.91,202410,20,"21,000",0,13,2003,동원로 100,202410~202610,신규,-,,,아파트
5007,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,77.6522,202410,20,"28,000",0,18,2020,지범로48길 21,202412~202612,신규,-,,,아파트
5008,대구광역시 수성구 지산동,1200,1200,0,목련,월세,42.66,202410,20,500,30,1,1986,용학로42길 13,202411~202611,신규,-,,,아파트
5009,대구광역시 수성구 범어동,산103,103,0,장원맨션,전세,84.98,202410,20,"23,500",0,1,1988,청호로 370,202412~202612,신규,-,,,아파트
5010,대구광역시 수성구 범어동,2100,2100,0,범어월드메르디앙이스턴카운티,전세,84.985,202410,20,"29,000",0,10,2008,범어천로 190,202501~202701,갱신,-,"29,000",0,아파트
5011,대구광역시 수성구 만촌동,995-1,995,1,만촌태왕리더스,전세,117.629,202410,20,"35,000",0,2,2004,무열로 47,202410~202610,신규,-,,,아파트
5012,대구광역시 수성구 범어동,966-1,966,1,범어월드메르디앙웨스턴카운티,전세,84.9919,202410,20,"35,000",0,21,2008,범어천로 200,202410~202610,갱신,-,"45,000",0,아파트
5013,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,84.92,202410,20,"2,000",100,7,1997,교학로11길 46,202411~202611,신규,-,,,아파트
5014,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,84.9094,202410,19,"35,000",0,22,2018,청수로 274,202501~202701,신규,-,,,아파트
5015,대구광역시 수성구 지산동,1766,1766,0,더샵수성라크에르,월세,59.8476,202410,19,"2,000",95,12,2024,지산로3길 33,202411~202611,신규,-,,,아파트
5016,대구광역시 수성구 수성동4가,1017-1,1017,1,수성태영데시앙,전세,84.4804,202410,19,"42,000",0,20,2008,들안로 360,202410~202610,갱신,-,"42,000",0,아파트
5017,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202410,19,"27,000",0,5,2020,지범로48길 21,202410~202610,갱신,사용,"38,000",0,아파트
5018,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202410,19,"27,000",0,5,2020,지범로48길 21,202410~202610,갱신,사용,"38,000",0,아파트
5019,대구광역시 수성구 범물동,1397,1397,0,수성하늘채르레브,전세,84.9978,202410,19,"27,000",0,5,2020,지범로48길 21,202410~202610,갱신,사용,"38,000",0,아파트
5020,대구광역시 수성구 매호동,1331,1331,0,하나타운,월세,49.92,202410,19,"1,000",42,9,1995,고산로 123,202410~202610,신규,-,,,아파트
5021,대구광역시 수성구 범어동,2264,2264,0,힐스테이트범어,전세,84.9218,202410,19,"65,000",0,13,2020,범어로18길 22,202501~202701,갱신,-,"60,000",0,아파트
5022,대구광역시 수성구 시지동,462-2,462,2,대백,월세,84.985,202410,19,"2,000",62,19,1992,달구벌대로625길 21,202411~202611,신규,-,,,아파트
5023,대구광역시 수성구 황금동,985,985,0,힐스테이트황금동,전세,84.9094,202410,19,"35,000",0,22,2018,청수로 274,202501~202701,신규,-,,,아파트
5024,대구광역시 수성구 시지동,349,349,0,청구전원타운,월세,60.08,202410,19,"1,000",48,7,1990,시지로 45,202411~202611,신규,-,,,아파트
5025,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,월세,84.7575,202410,19,"5,000",180,21,2024,동대구로 230,202411~202611,신규,-,,,아파트
5026,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,전세,59.946,202410,19,"13,000",0,7,2021,알파시티2로 96,202410~202610,신규,-,,,아파트
5027,대구광역시 수성구 범어동,177-1,177,1,범어서한포레스트,전세,84.988,202410,19,"36,000",0,32,2020,동대구로 346,202501~202701,신규,-,,,아파트
5028,대구광역시 수성구 노변동,742,742,0,수성알파시티청아람,전세,59.946,202410,19,"13,000",0,7,2021,알파시티2로 96,-,-,-,,,아파트
5029,대구광역시 수성구 범어동,620,620,0,범어아이파크1차아파트,전세,84.9752,202410,19,"42,000",0,4,2024,동대구로 230,202412~202612,신규,-,,,아파트
5030,대구광역시 수성구 황금동,365,365,0,캐슬골드파크1단지,전세,50.45,202410,19,"21,000",0,10,2006,청수로 213,202501~202701,갱신,사용,"21,000",0,아파트
5031,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,월세,134.98,202410,19,"5,000",150,11,1997,교학로11길 46,202412~202612,신규,-,,,아파트
5032,대구광역시 수성구 만촌동,816,816,0,만촌우방타운1단지,전세,59.73,202410,19,"14,000",0,18,1997,교학로11길 46,202411~202611,신규,-,,,아파트
5033,대구광역시 수성구 범물동,1261,1261,0,범물하이츠,월세,34.44,202410,19,"3,000",25,15,1992,용학로 336,202410~202610,신규,-,,,아파트
5034,대구광역시 수성구 시지동,498,498,0,고산노변타운,전세,84.7,202410,19,"17,000",0,3,1996,시지로 55,202412~202612,신규,-,,,아파트
